Customer ID,State,Area_Code,Phone,Intl_Plan,VMail_Plan,Churn
78c4d1044f9426e,AZ,415,387-6103,no,no,0
92627a72344a3ab5,AK,408,366-4467,no,no,0
6e19b8fad414a85,MT,415,370-3450,no,no,0
7a68216439ce938,AZ,415,327-3954,no,no,0
930c852bcf154d9e,MS,408,355-6291,no,no,1
6ecd4c0b9ed9c60,ID,415,362-9748,no,no,1
7a4459fe23f0f59,IA,510,379-6506,no,yes,0
926f3909c88bc75c,MA,415,347-7741,no,no,0
9376327ae861b6c6,VT,415,354-3783,no,no,0
79bcc02da7d8000,KY,408,401-7594,no,no,0
9311f40119649331,IN,408,397-4976,no,no,0
79adc4c1fd14c76,AZ,408,334-2577,no,no,0
5813be3e3cd9da4,MI,510,400-3637,no,yes,0
79637eddd143337,NM,510,383-4361,no,yes,0
93c304ccfa6551da,CO,415,371-4306,no,yes,0
943077198af283a0,UT,408,403-4298,no,no,0
930c7d6f6a9d1438,MI,408,409-3786,no,no,0
9260a9ccab2cae19,MA,415,337-4697,no,no,0
7a38dc8c98b2d1b,AL,408,383-1509,no,no,0
931a31210c0e919f,DE,408,359-9794,no,no,0
6863accad422e68,AZ,415,407-7035,no,no,0
58138c46d5da33f,ME,510,363-1069,yes,yes,1
68a506ccf933e00,NJ,510,391-4652,no,no,0
6e49e9afdb57cea,NV,415,355-6837,no,no,1
92b8101c064e7260,MO,510,409-1244,no,yes,0
7a15e7ffff24111,ID,408,328-3266,no,no,0
5db95b032c0602f,NE,408,352-7072,no,no,0
5cda5786b789e00,TX,408,370-7550,no,yes,0
930f62fbefb0b31d,MD,510,369-5526,no,no,0
958d23a32bbeb736,MS,415,329-4391,no,no,0
9366e470ec5d531b,NV,510,408-4195,no,no,0
740976c81ed0237,AZ,408,354-4445,no,no,0
947b6b90add7ff6d,MS,415,335-4858,no,no,1
681830918d34d22,MS,510,414-8718,no,yes,1
793e7502bc5dd5c,TX,408,409-5939,no,no,0
9369c0add3965c44,NE,408,331-4902,no,yes,0
78d7560dd90ecca,NE,415,353-6870,no,no,0
6e66f3fe9d36a2b,CA,408,355-2909,no,no,0
6f03b172923ab21,NJ,415,390-6101,no,no,0
739a27014b79eff,TX,408,400-3446,no,no,0
947d33b33248bdfa,AR,408,411-5859,no,no,0
78f2ba6be1e2fd2,AL,510,387-2919,yes,no,0
6e78a61b77ff7eb,NY,415,374-8525,no,yes,0
78fa3e252122a74,FL,510,379-5592,no,no,0
931fc08996dc1832,AK,510,345-8237,no,yes,0
92bb1708fb387ee6,NV,415,422-6690,no,yes,0
92b15d03e1dd6b49,DE,510,346-2359,no,no,0
930c7989872917e1,MD,415,374-3534,no,yes,0
942fae2cc59d43cf,MI,415,381-4756,no,yes,0
926190f674487a1b,VT,510,390-2805,no,no,0
92c77ba0cf8cd8cb,VT,408,390-2390,yes,no,1
93c1072faee93a4a,MI,415,419-9097,no,no,0
9321c9cf9fccccab,WA,408,386-7281,no,no,0
73ca0cf8c24b7fe,UT,408,380-3561,yes,no,0
930f489ccdf26e3c,LA,408,390-8760,no,no,0
93d00ea2f84e1b9c,RI,408,366-6730,no,yes,0
92ba8e7e1bb4a67e,IA,408,395-5285,no,no,0
92c6af9db079bba8,NE,415,354-3436,no,no,0
68d505cfb5cb7f3,OH,408,336-7600,no,no,0
6363ddafd10a3d2,RI,415,383-6293,no,no,0
79f0ac3fc01975a,OK,415,362-4596,no,no,0
941e174172830fbf,LA,408,401-3926,no,no,0
73c0738aa534c97,OH,415,370-9116,no,no,1
9381c987a3023fce,VA,510,328-6289,no,yes,0
8c9b74bccdba45ed,MO,510,350-9994,no,no,0
92c021c6ed25c7fb,FL,510,351-4616,no,yes,0
7480951b4cdbb98,SC,415,360-5779,no,no,0
93c4c2d934d395e8,VA,415,417-4885,no,no,0
93c38a3d967dbed6,IA,510,406-4710,no,yes,0
68464b9b6adaa0b,MI,415,409-8743,no,no,0
93d2b17e3876deff,OK,415,335-4584,no,no,0
79257ceadf9cdde,DE,415,361-9845,no,yes,0
9538136af5c8e55e,GA,510,366-5699,no,yes,0
93d775ab12e4557a,DC,415,329-9364,no,no,0
797f2dac180dc5a,AZ,408,390-7434,no,yes,0
57477dde06cef79,AL,510,404-9680,no,no,0
694f19357e31ba1,CO,408,338-9398,no,no,0
68a4edfac27f97f,NH,408,394-2445,no,yes,0
52428b2cd978776,NM,415,381-2709,no,no,0
68d582005224b98,OR,415,397-5060,no,no,0
94e9ec9664c50433,LA,408,415-2393,no,no,0
7991b2ba1c14716,NE,415,377-1765,no,no,0
684689a9c0103f1,MN,415,409-2111,no,no,0
9320df916f371bdc,MI,415,401-3170,no,no,0
92c297aa9c6bbb70,AR,408,405-5681,no,no,0
6d8ae5e9decfb7a,KS,408,411-4582,no,no,0
79a00c6a3ad2efd,WV,510,355-5009,yes,yes,0
931cd7179b895a78,AK,415,372-3750,no,no,1
693186bd0df708b,NY,408,405-2888,no,yes,0
4d585bbca56714a,NH,408,361-3337,no,no,0
94d0a80116c841da,VA,510,350-1639,yes,no,0
6e1ae2cc5314798,NM,415,333-3221,no,no,0
926990d46efff133,NY,408,422-1471,no,no,0
79509683bf7d692,AZ,415,399-7865,no,no,0
94823395ac49a576,WY,510,373-4819,no,no,0
62820a437ee109c,WA,408,338-6981,no,no,0
926b6a018f68a34f,CO,415,418-4365,no,no,0
9367764070f22b1d,TX,415,359-5461,no,no,0
732f7e0fb905fa7,KY,408,375-3586,no,no,0
7990ec7531304d3,MT,415,407-8376,no,no,0
92c9b5c919793e7b,OK,408,408-6496,no,yes,0
92c696cbc8553f85,MD,415,385-7688,no,yes,0
6f0ce77f9f279ff,TN,415,332-6934,no,no,0
9d5e4a56579c93b8,TX,510,378-3625,no,no,1
9369a8a24c8456d2,ME,510,353-7292,yes,yes,1
6867114af98c8da,DC,408,399-6786,no,no,0
62d0d27c81dacd5,MN,415,358-3261,no,yes,0
683892ed608305b,DE,408,377-9932,no,no,0
7a1beb141af382f,MD,415,397-4030,no,no,0
926682e715cac961,MI,510,367-1062,no,no,0
9430986edac11052,WA,415,341-8467,no,no,0
6900f25baacfd34,MO,415,339-9453,no,yes,0
9311f4000bc6564b,IN,415,344-3388,no,no,0
58745d73f86a883,OR,415,375-8013,no,no,0
9269687df18b53b5,MD,510,408-4142,no,no,0
7a80db2dfa28d15,RI,510,386-3671,no,no,0
7a7773b70d33e0f,LA,415,411-2284,no,no,0
93cb999499484379,AZ,510,346-7795,yes,no,0
73930632d5cdff4,PA,415,333-5609,no,yes,0
74380e477e74415,AZ,408,405-1842,no,yes,0
6d830af73c5d41c,FL,510,366-6345,yes,no,1
795fe85ffa29cc5,LA,415,337-9345,no,no,0
79576c671a80ab3,FL,415,328-6770,no,no,0
930bd76aa95f1aad,FL,415,380-7321,no,no,0
937837190deada64,MD,415,375-1476,no,no,1
92684e1dbd707a9b,AL,415,356-1567,no,no,0
736ef4a77c0d35e,WA,415,422-6685,no,no,0
93218bc041e83278,TN,408,336-1090,no,yes,0
68d28cda17ff0df,MS,415,343-2095,no,no,0
57e4f517217355f,ME,408,345-3934,no,no,0
74a98c889a577a9,OK,408,338-8050,no,no,0
68cc4bdc7286a81,IN,415,388-9568,no,no,0
93153e6e96f52fdd,MO,415,402-6591,no,no,0
931d8fba6a744584,IA,408,403-6419,no,yes,0
92646babdd72f42c,VA,415,386-9790,no,yes,0
5d8739dca60be67,KY,415,378-5692,no,yes,0
79618e6437765d8,MD,408,360-3324,yes,no,1
6877d7dc5692781,OH,415,410-3719,yes,yes,0
9258254f0101f9a2,OK,415,352-4221,no,no,0
62d2b67be24651d,NV,415,327-6179,no,no,0
792cf43b7e3a767,ID,415,359-6196,yes,no,0
9380fb32959406ef,MN,510,374-9107,no,no,1
92b2c4f0d4828eb1,SD,408,357-4078,no,yes,0
92b1daae1ef98ce2,IL,408,366-5780,no,no,0
9db01bc97307d8b8,WY,510,393-9619,no,no,0
6e074cb366afcdb,AL,415,355-9295,no,no,0
937e26b692a77a84,NJ,510,400-5751,no,no,0
937b468d356e5991,NV,415,338-1027,yes,no,1
580df9500888d02,IN,415,405-8867,no,no,0
742a558c8c8b51e,WV,408,336-5616,no,no,0
9270117526ce179a,VA,408,335-1697,no,no,1
51bdcd4012e6d72,SC,408,331-5138,no,no,0
926cce086b695f9d,RI,415,385-8240,no,yes,0
626da1298476282,IN,510,348-1359,no,no,0
797f2d9f4bb4e16,AZ,408,354-7339,no,no,0
92cc88b75007b86c,NM,510,349-1687,no,yes,0
578b69a836a83f0,OR,415,380-2558,no,yes,1
9269852c2fd42306,NJ,415,365-2153,no,no,0
738f635f5a0a577,MS,408,345-6043,no,no,0
744943e8558c902,MI,510,349-2808,no,yes,0
7a2768d3b7af82a,TX,415,411-1715,yes,no,0
9268c65a1fddfa37,FL,408,385-2488,no,yes,0
926e622bf93246e7,DC,510,377-7177,no,no,0
92be924a7447a3ae,TX,415,342-1099,no,no,0
7930afeea0c4998,KS,408,386-4170,yes,no,1
63f4ae3ed1f1c63,UT,510,413-1269,no,no,0
52127fb161d271f,MN,510,396-4460,no,yes,0
941dd7a030871466,IL,408,334-2730,no,no,0
92c6b5d216e38b47,NM,415,340-3182,no,no,0
6f0ade482da4916,SC,510,377-8608,no,no,0
9429eeb11654df56,NC,408,417-3676,no,no,0
92bed8e6fa542f1f,WV,510,417-6774,no,yes,0
92be5695a32f981a,RI,510,411-9554,no,yes,0
92cc84dc596b7c40,NH,408,420-3192,no,no,0
68a3c41995f1d3f,MO,510,389-1475,no,yes,0
92c97de9c96a0a23,MA,408,343-7734,yes,no,0
925b1f115061e64f,PA,415,410-3390,no,no,0
92c6cc50e978e962,OK,415,344-6495,no,no,0
5e31eda2c110654,AL,415,331-6229,no,yes,0
9381f431b0e7fa49,WY,415,337-7501,no,no,0
79375433f4d6ade,PA,408,339-9631,no,yes,0
73cc22a1932f15c,WA,415,369-4384,no,no,0
93d7da888b7e776f,HI,510,416-3915,yes,no,0
93cd395ad8c70fd3,SD,408,339-3049,no,yes,1
93688d81186eb6b5,AL,415,361-7998,no,yes,0
93d360cd86ad5f28,VT,510,355-4842,yes,no,0
93c9cc0ad3878987,MT,415,387-6440,no,no,0
73608e2ec03e57d,MN,415,369-2625,no,no,0
5e034a2190e3f41,AK,415,389-7073,no,yes,0
744943f14b28919,MI,415,370-8463,no,yes,0
6dae49c0b65ad21,DE,415,362-7318,no,no,0
93d022d35fcda831,SD,408,412-1194,no,yes,0
937b246c1e5ce78a,MI,510,355-9508,no,no,0
937afc15fb5751d1,KS,408,352-8202,no,no,0
9488d4d014ff9b6d,AL,510,335-5882,no,no,0
74d823b7e18c681,OK,510,352-6976,no,no,1
959daca31a906d9e,CT,415,393-6733,no,yes,0
936caa206f4d1106,NE,510,335-1838,no,no,0
799f6b11c34226c,WI,510,355-6930,no,no,0
79df130314d61cb,CT,415,387-5860,no,yes,1
79fc9960dabbe58,WI,510,343-2605,no,yes,0
9486ad4aac33fb55,IN,510,350-6759,no,no,0
6e39f66d4b99748,DC,415,371-1514,no,no,0
580224a1cbbb9d1,AR,415,346-9317,no,no,0
92baf1c8430a3f62,ME,415,398-4313,no,no,0
7990a2005d499b8,MN,415,412-4399,no,no,0
692f00fe141b923,MD,415,330-1835,no,no,0
93203991bb6ff16f,FL,415,416-1676,no,no,1
930fdf17c6de0834,RI,408,329-7347,no,no,1
9432313a7bb8578b,IA,415,360-6868,no,no,0
9377279f4df2f219,AZ,510,405-6641,no,no,0
9595dce20168b588,MO,415,393-2373,no,no,0
92bbd5db4c0497e6,VT,415,419-1714,no,no,1
9311f3ffda49de35,IN,408,336-3819,no,no,1
92b883aab034f9a0,RI,510,341-3464,no,no,0
9d610c3e84d394db,SD,415,413-5310,no,no,0
68468956c69149f,MN,415,366-7912,no,no,1
92b2ec813529394a,TX,415,399-8845,no,yes,0
4cd8455ac06590b,VA,510,368-2583,no,no,0
6e18cd277482afb,MA,408,360-6309,no,no,0
932364edfbe5a2bd,ID,408,359-5890,no,no,0
589f2013a92f878,MA,408,332-2462,no,no,0
92601985efb84eff,GA,415,381-9196,no,yes,0
92cce5cc6650235d,RI,415,329-3222,no,yes,0
94d82e11648f866b,ID,510,363-5819,no,yes,0
9324556b10d0f4b6,SD,510,413-9269,yes,yes,1
7448e099ef5afec,MA,510,330-7483,no,no,0
92bedb3a7b6852c5,WY,415,403-7775,no,yes,0
92646bab69662fdf,VA,408,360-2479,no,no,0
93d889d2abcf6bae,OR,415,394-3791,no,no,0
932784a8d1e0d85f,VA,408,384-2632,no,no,0
9257f08faac84336,ME,510,359-8466,no,yes,0
930e48a0720ad2dc,AL,408,331-8909,no,yes,0
93c92d057d7125d1,GA,408,359-5160,no,yes,0
6e9e8f9c61f3d38,IA,510,330-9833,no,no,0
9431843f5783720a,AZ,510,362-2314,no,no,0
92c30b392431bb49,FL,510,338-8478,no,no,0
62ffb42739bc2e3,MT,415,387-5453,no,no,1
743760392f27db5,AL,415,380-3437,no,no,1
926e63b8e96bc351,DE,510,365-8779,no,no,0
690130c65c4cebe,MT,510,407-2750,no,no,0
941e11cee165564c,KY,408,396-8265,no,yes,0
7a8211790ece054,SC,510,397-4304,no,no,0
633c66e82f6c2ed,WA,415,333-2611,no,no,0
6ed6fe9c5d199db,OR,510,409-8814,no,no,0
6ef03412284a2ac,AK,408,336-5406,no,no,0
74cba19ddef847a,GA,415,343-6940,no,no,1
925ae0fd9d54d9ee,MN,415,361-9923,no,no,0
5d54ffd4dfcbe8d,IL,415,350-6639,no,yes,0
7a44fb564993843,IN,408,376-4300,no,yes,0
68ac3398c4bec68,SC,510,349-6567,no,yes,0
93c4c2d32fecd5f3,VA,415,333-7749,no,no,0
736f57eba54d21c,WI,415,408-6089,no,yes,0
947c44c3ac4952a0,VT,510,375-2165,no,no,0
73ac48cb0b33af5,AZ,415,400-6999,no,yes,0
92574dafc477ac0f,FL,510,420-7823,no,no,1
63d62f446b8b567,AK,510,366-5241,no,no,0
94e8f142babf4cd8,AR,415,413-3412,yes,yes,0
6f1f2278e75884d,AR,408,406-2752,no,no,0
92c57ba95dade1cb,AK,415,337-8078,no,no,0
68a3f609f2e5226,MS,408,402-1942,yes,no,1
572a987b6658ae3,ME,415,371-7917,no,no,0
93172c87f2a9f661,CA,408,343-6374,yes,no,0
93126b76124136c4,NM,408,385-8730,no,yes,0
5843a439541517a,NE,408,393-7892,yes,yes,0
78dec14e0aca763,SC,408,407-6748,no,yes,0
943495410a89dff6,CO,408,341-4463,yes,no,1
93d77738cc75f971,DE,415,351-2587,no,no,0
58a278d624e3679,OH,415,421-9752,no,yes,0
6ed40930d00a881,MS,408,356-4001,no,no,0
959036f9056053d9,OK,408,328-9869,no,no,0
94260604257c925d,CO,415,343-5709,no,no,1
92b81ed335ac101d,NC,415,334-1872,no,no,0
5d8936b11e16177,MD,415,350-1040,no,no,0
936c6cd953b5b5ec,KS,415,369-3214,no,no,0
9323c2caa81dd9e5,MA,415,385-6778,no,no,0
937564ec0a8a75a2,NC,415,383-7689,no,no,0
635e0c58065ea24,NM,408,385-5722,no,no,0
941d3ed086c83bcf,CA,415,357-1909,yes,no,1
575ba89a522c98e,NY,415,364-3567,no,no,0
78c4d1566ebec29,AZ,415,422-4241,no,no,0
7480a187df70fff,SD,415,370-2957,no,yes,0
937d30cb0b315a7e,DC,415,329-6562,no,no,0
6f31fe1aad84e00,ND,408,363-3515,no,no,0
79bf45407ed0f5f,MO,415,374-7787,yes,no,1
9320b735c3db5b77,KS,415,345-2931,no,no,0
937bb0d359205ee0,SD,510,373-5732,no,no,0
7a1f43631583ff6,OK,415,348-7437,no,no,0
93db7343ffe7b844,OR,415,332-9460,yes,no,0
92c63e5d2328a68e,IN,415,355-6531,yes,yes,0
73ef0aa75dc2e82,OH,408,336-9390,no,no,0
937afc15cd448546,KS,415,346-8581,no,no,0
7a6ad877f5cfdb5,CT,415,363-8824,no,no,0
63009fecf28ff36,NH,510,353-3351,no,no,0
7429b43d5c43091,WI,415,360-4320,no,no,0
941b53d17ddc2e59,MS,510,417-6252,no,no,0
5d3bef4b87f2b0d,WV,415,393-4949,no,no,0
57e4c3cae7a38f2,MA,415,401-3156,no,no,0
7a4a8229ae450e7,MD,415,338-6283,no,no,0
92b84d5e5c1c5dd8,PA,510,352-9017,no,no,0
4cda29b67d1d653,WI,510,405-5305,no,no,1
7a55838e3c35737,TN,415,376-9249,no,yes,0
73f754f84afed19,TX,408,339-7139,no,no,0
7993d4c16bc3691,OR,415,328-6011,no,no,1
73e637de4343e02,IL,510,378-1303,no,no,0
68f2d70ee1d8117,DC,415,402-5155,no,no,1
7a415871bd5b494,GA,415,333-5430,no,yes,0
6e41869005e0ad2,ID,415,365-9696,no,no,0
79fa20c481a64d8,UT,408,410-4023,no,yes,0
92cc49e821eb08ff,KY,510,411-7649,no,no,0
6e1c257dcad362a,OH,415,338-4065,no,no,0
79423d1b4c71f86,WI,415,421-9401,yes,no,0
51809e550250782,IL,415,343-9658,no,no,0
931174c8d7a03ca7,DE,510,332-5521,no,no,1
936ff6dd62242cba,RI,510,349-4369,yes,no,0
93d04a5d53740dad,TX,415,351-4288,no,no,0
52444a4d3692744,OR,408,422-5874,no,no,0
68a59bbcb4fb8cb,NV,415,396-2324,no,no,0
741bfc357bd12ea,NE,415,416-5662,no,no,0
931dfddb7def73ed,MS,415,363-9663,no,no,0
6ea86775677eadc,OR,415,410-9477,no,no,0
92ba195bce9f4853,DE,415,352-4418,no,no,1
9e059ecf8ceaf6ab,DE,510,361-6563,yes,no,1
92c587520bc355e2,AZ,408,417-4404,no,no,0
93245565e49fd69e,SD,408,372-8048,no,yes,0
92c0e9e862a56e16,NV,415,356-3646,no,no,0
93c40bc2e73a2ac7,NM,415,351-9604,no,yes,0
6273a4299388331,MN,510,355-9581,no,no,0
92580c7d52e0da62,NJ,415,396-5189,no,no,0
79e7ccfd1059b97,IN,415,356-9187,no,yes,0
92b72e5ce834ce2f,DC,415,394-5537,no,yes,0
9326ac4202ce971e,MA,510,408-2712,yes,no,0
947e4a2cee7833f4,ME,415,404-4486,no,no,0
6930b3698f17d5c,NH,415,355-1113,no,yes,0
93bff3d0065a5759,AZ,408,411-4674,no,no,0
5e47429ddd01a91,OR,510,376-4519,no,no,0
5db5868aba61d10,KS,510,365-5979,no,no,1
93d867b0f7bbfa2f,NE,415,382-2879,no,no,0
92b80b74e724b581,MI,510,420-1383,no,no,0
6f0ade9a3188022,SC,415,411-7390,no,no,0
681bd3191956fd4,PA,408,383-8848,no,yes,0
63ba10cc7305b05,MT,510,387-9301,no,yes,0
9429f66e23bb80e1,NM,415,399-3164,no,no,0
925822fbe807d4e1,OH,510,385-8997,no,no,1
92bbf1c2856c46e8,WY,510,352-6573,no,no,0
73605072f751507,MI,415,408-3384,no,no,0
937437f852a44e6a,AR,510,419-6033,no,yes,0
7a6ef76207ed9b7,FL,408,336-2090,no,no,0
63d6861e5ada6ce,AR,510,343-7242,no,yes,0
9375562ed9abcfd3,MO,510,376-1713,no,no,0
7429b4441460779,WI,408,381-5878,yes,no,0
6d98aa65774659d,TX,510,390-5470,no,no,0
74b1b1fcdcdf026,TX,510,414-4803,no,no,0
632f752e662a2e4,NM,510,382-5478,no,no,0
6e6cf6f4dc541da,GA,415,333-7637,no,no,0
6f2a7a578320c07,ID,510,341-1647,no,yes,0
7408c95f5589e83,AL,408,411-4232,no,no,0
7446be8328bfa28,KS,408,339-2616,no,yes,0
790d6480bbfb983,SD,510,327-3850,no,no,0
93db1df01fd5ed5e,LA,415,328-7209,no,yes,0
7a1f1e803b429ec,OH,408,405-6189,no,no,1
74a60f4d47a2710,MA,415,418-6737,no,no,1
67d7e6fc2613593,AZ,415,366-2212,no,no,0
62fcf0acff5af6c,KY,408,356-1420,no,no,0
4bd45ce4c9896e2,DC,415,343-1323,no,yes,0
927312f447dea99e,WA,415,361-8239,no,no,0
78e2957dbfac21d,UT,415,384-1621,no,no,0
92c14002d6fab30c,RI,408,360-3525,no,no,0
93ccdc468a269c2d,OH,415,392-3813,no,yes,0
7906c02e807eadc,NV,408,337-6898,no,no,0
92669712230c651c,ND,415,366-8036,no,yes,0
6dbe24339e9b0a4,NV,415,352-8327,yes,no,1
936bef2ed92f4fcb,FL,510,334-9505,no,yes,1
92b8078dd9128c1f,MD,415,336-5702,no,no,0
74380dfe70004b7,AZ,415,392-2381,no,yes,0
5cbd3463144fe3e,AL,510,369-6880,no,yes,0
5d5c2d0a413282c,NE,415,416-8697,no,no,0
6f044651c60a0c4,NV,408,345-3451,no,no,0
93dade55ac1c2572,IL,408,379-2514,no,no,0
6dfa42703e7d3ed,WV,510,418-6651,no,yes,1
9380f7570a7eabb0,MI,415,421-3528,no,yes,0
6e362e4ad0af23f,AR,510,329-9046,no,no,0
62515dc814e21ce,UT,510,406-3890,no,no,0
93c35a25a8ce2b9e,GA,510,403-8904,no,yes,0
93bff3cb49149f5b,AZ,408,393-4086,no,no,0
7a7316b1a28b2fc,ID,408,400-1367,no,no,0
9486915e4854141e,HI,408,377-9473,no,no,0
93184556a90b3772,NV,408,396-3068,no,no,0
6e478982bfdac08,MD,415,331-9293,no,no,0
92c6042f819d602e,GA,510,347-1914,no,no,0
741145096434d5e,GA,510,395-1962,no,no,0
58204cbe6bfa61b,UT,415,401-5485,no,yes,0
925dc05a7caba535,MA,510,355-6560,yes,no,0
6e9f30ff167652c,IN,415,363-3911,no,no,0
9485011acc446329,VT,510,345-1998,no,no,0
93665be5c6e3c49d,IA,415,361-5277,no,no,0
6efc5f5553743a1,IN,415,376-7145,no,no,0
631bdf0ba9a7991,AL,415,375-2975,yes,no,1
793303a81fcbf0a,ME,415,376-8573,yes,no,1
93272aad3c7e019a,RI,415,366-7360,no,yes,0
4d281229089139a,MD,408,347-7898,no,no,0
9477d45d91f09e32,FL,415,390-7328,yes,no,0
795261ad123736d,CA,415,356-5491,no,yes,0
93cb8eb9171c7490,AL,415,373-3251,no,no,0
6e762d18d73313d,ME,408,343-1965,yes,no,1
79cea39a77e3f59,WV,415,378-8019,no,no,0
931e8280f68cf305,SD,415,386-1548,no,yes,0
93177d353dc75e9a,FL,415,397-1649,no,yes,0
7961cc7330c7293,MI,415,366-7247,yes,no,1
927228b68b54dc7d,MI,415,402-9691,yes,yes,0
73336b50fec7dda,NM,510,334-9806,no,no,0
5cbd27fd03261e5,AK,415,378-7733,no,no,0
93786a50408f247e,OH,415,407-2248,no,yes,0
7933801408792ff,MO,415,405-3916,no,no,1
93c99b31175dab1c,KS,408,407-2081,no,yes,0
